Station,OS X,OS Y,Latitude,Longitude,Zone
Stamford Brook,521913,178738,51.4944499973,-0.245231907,2
Stamford Hill,533381,187928,51.5744476126,-0.076653914,3
Stanmore,517574,192569,51.6196734807,-0.3030848509,5
Star Lane,539148,182091,51.5206042501,0.0042054136,3
Stepney Green,535566,182149,51.5219958389,-0.047368112,2
Stockwell,530473,176470,51.4721592703,-0.1228319086,2
Stoke Newington,533710,186845,51.5646376183,-0.0723209698,2
Stonebridge Park,519690,184197,51.5439865874,-0.2753860234,3
Stoneleigh,522021,164155,51.3633640823,-0.2486952957,5
Stratford,538533,184421,51.5416925793,-0.0037372234,3
Stratford High Street,538729,184032,51.5381489512,-0.0010659395,3
Stratford International,538175,184758,51.5448085354,-0.0087640154,3
Strawberry Hill,515500,172502,51.4397478733,-0.3396033459,5
Streatham,529946,171303,51.4258458784,-0.1323111157,3
Streatham Common,529729,170534,51.4189846869,-0.1357117862,3
Streatham Hill,530233,172714,51.4384603805,-0.1276670964,3
Sudbury and Harrow Road,516853,185300,51.5544938217,-0.3159118203,4
Sudbury Hill,515427,185584,51.5573396001,-0.3363776928,4
Sudbury Hill Harrow,515490,185697,51.5583423131,-0.3354322705,4
Sudbury Town,516832,184955,51.5513974809,-0.3163290653,4
Sundridge Park,540599,170200,51.4133937962,0.0203794862,4
Surbiton,518070,167315,51.3925995699,-0.3043701893,6
Surrey Quays,535641,178954,51.4932668622,-0.0475155853,2
Sutton,526028,163823,51.3595061581,-0.1912876509,5
Sutton Common,525593,165598,51.3755547185,-0.1969055471,4
Swiss Cottage,526611,184259,51.5430348677,-0.1756121865,2
Sydenham,535311,171609,51.427341258,-0.0550742894,3
Sydenham Hill,533548,172145,51.4325758968,-0.0802158247,3
Syon Lane,516306,177163,51.4814747273,-0.3264806362,4
Teddington,516019,170817,51.4244975374,-0.3326909566,6
Temple,530995,180810,51.5110406207,-0.1137113424,1
Thames Ditton,515721,166818,51.388616113,-0.3382784684,6
Theydon Bois,545509,199180,51.67255207,0.1029051953,6
Thornton Heath,532242,168317,51.3984810899,-0.1004187926,4
Tolworth,519834,165603,51.3768433498,-0.2796057494,5
Tooting,527969,170591,51.4198966518,-0.1609880929,3
Tooting Bec,528015,172366,51.4358380832,-0.1596861081,3
Tooting Broadway,527415,171373,51.427049165,-0.168670146,3
Tottenham Court Road,529774,181354,51.5162108857,-0.1310960294,1
Tottenham Hale,534483,189465,51.587997785,-0.0601733905,3
Totteridge and Whetstone,526111,193951,51.6302467412,-0.1793398175,4
Tower Gateway,533725,180809,51.5103926509,-0.0743954695,1
Tower Hill,533566,180805,51.5103942821,-0.0766867908,1
Tufnell Park,529200,185816,51.5564408143,-0.1377277529,2
Tulse Hill,531797,172903,51.4397974399,-0.1051081236,3
Turkey Street,535129,198903,51.6726536662,-0.0472154723,6
Turnham Green,521267,178804,51.495181972,-0.2545101653,2
Turnpike Lane,531524,189650,51.590358146,-0.1027906082,3
Twickenham,516221,173687,51.4502509871,-0.3288458378,5
Upminster,556167,186833,51.5587633252,0.2514152239,6
Upminster Bridge,555002,186681,51.5577187717,0.2345563112,6
Upney,545844,184260,51.5384056347,0.1015461606,4
Upper Holloway,529778,186630,51.56362332,-0.1290949392,2
Upper Warlingham,534100,158383,51.3087722636,-0.0774673174,6
Upton Park,541204,183931,51.5366281959,0.0345562556,3
Uxbridge,505698,184161,51.5464545647,-0.4770871411,6
Vauxhall,530366,177978,51.4857358164,-0.1238155529,1/2
Victoria,528941,179131,51.4964239699,-0.1439063031,1
Waddon,531151,164828,51.3673792709,-0.1173797138,5
Wallington,528841,163985,51.3603315623,-0.1508494746,5
Walthamstow Central,537286,188986,51.5830181153,-0.0199261144,3
Walthamstow Queens Road,537020,188815,51.5815461939,-0.0238295131,3
Wandsworth Common,527719,173530,51.4463656239,-0.1635225935,3
Wandsworth Road,529354,176226,51.4702232188,-0.1390232807,2
Wandsworth Town,525985,175119,51.4610340983,-0.1878956456,2
Wanstead,540685,188176,51.5749021458,0.0287749005,4
Wanstead Park,540592,185600,51.5517780747,0.0264043638,3
Wapping,535030,180170,51.5043403227,-0.0558464087,2
Warren Street,529253,182272,51.5245800051,-0.1382639195,1
Warwick Avenue,526158,182030,51.5231044571,-0.1829388814,2
Waterloo,531050,179933,51.5031466531,-0.1132448466,1
Watford,509579,196610,51.6576051469,-0.4172555529,7
Watford High Street,511360,196098,51.6526537522,-0.3916822769,8
Watford Junction,511023,197340,51.6638830615,-0.3961575012,
Welling,546096,176073,51.4647770752,0.1017894318,4
Wembley Central,518214,185039,51.5518648162,-0.2963779064,4
Wembley Park,519373,186341,51.5633224919,-0.2792281284,4
Wembley Stadium,518924,185366,51.5546546052,-0.2860320252,4
West Acton,519394,181273,51.5177701842,-0.2806427656,3
West Brompton,525383,178030,51.4873289382,-0.1955244115,2
West Croydon,532188,166098,51.3785521861,-0.1020199266,5
West Drayton,506124,180122,51.510071276,-0.4721616897,6
West Dulwich,532798,173053,51.4409118319,-0.0906582906,3
West Ealing,516690,180749,51.513625244,-0.3197685461,3
West Finchley,525507,191601,51.6092627505,-0.1889026707,4
West Ham,539202,182974,51.5285255182,0.0053318073,3
West Hampstead,525524,184726,51.547474356,-0.1911121662,2
West Hampstead Thameslink,525423,184852,51.5486291457,-0.1925231,2
West Harrow,514163,187957,51.578924281,-0.3538322681,5
West India Quay,537471,180505,51.5067626597,-0.0205680406,2
West Kensington,524635,178321,51.4901093872,-0.2061892935,2
West Norwood,531956,171955,51.4312411278,-0.1031747521,3
West Ruislip,508364,186791,51.5695879247,-0.4378457196,6
West Silvertown,540455,180155,51.5028844315,0.022260452,3
West Sutton,525081,164539,51.3661501598,-0.2046301861,5
West Wickham,538266,166563,51.3812842025,-0.0145619633,5
Westbourne Park,524920,181764,51.5209888655,-0.2008681042,2
Westcombe Park,540199,178103,51.4845088933,0.0177600998,3
Westferry,537064,180814,51.5096381506,-0.0263087297,2
Westminster,530240,179718,51.5014016062,-0.1249876744,1
White City,523296,180750,51.5122324647,-0.2246175233,2
White Hart Lane,533693,191340,51.6050347791,-0.0708558892,3
Whitechapel,534738,181859,51.5195877923,-0.0594060746,2
Whitton,514220,173568,51.4495882341,-0.3576676726,5
Whyteleafe,533842,158505,51.3099293278,-0.0811208205,6
Whyteleafe South,534169,157797,51.3034898123,-0.0766981719,6
Willesden Green,523350,184884,51.5493733132,-0.2223931842,2/3
Willesden Junction,521905,182942,51.5322339929,-0.2438947288,3
Wimbledon,524791,170647,51.4211078698,-0.2066484564,3
Wimbledon Chase,524306,169347,51.409530958,-0.2140753938,3
Wimbledon Park,525274,172158,51.4345809765,-0.1991718915,3
Winchmore Hill,531529,194494,51.633886871,-0.1009024866,4
Wood Green,531038,190427,51.5974537413,-0.1095121543,3
Wood Lane,523314,180464,51.5096582218,-0.2244582013,2
Wood Street,538521,189426,51.5866699437,-0.0019394662,4
Woodford,540952,191778,51.6072018397,0.0340706407,4
Woodgrange Park,541861,185332,51.5490525292,0.044586916,3/4
Woodmansterne,528720,159385,51.3190185978,-0.1542477809,6
Woodside Park,525725,192564,51.6178684221,-0.1854110631,4
Woolwich Arsenal,543754,178803,51.4899071075,0.0692083076,4
Woolwich Dockyard,542738,178908,51.4911077876,0.0546267499,3
Worcester Park,522192,166133,51.3811045169,-0.2455609248,4
